Timestamp,Start,Duration
2024-04-18 17:07:41,2024-04-18 17:07:18,0:00:23
2024-04-18 17:07:52,2024-04-18 17:07:42,0:00:10
2024-04-18 17:08:12,2024-04-18 17:08:01,0:00:11
2024-04-18 17:08:35,2024-04-18 17:08:24,0:00:11
2024-04-18 17:09:03,2024-04-18 17:08:36,0:00:27
2024-04-18 17:10:29,2024-04-18 17:09:37,0:00:52
2024-04-18 17:11:14,2024-04-18 17:10:50,0:00:24
2024-04-18 17:11:41,2024-04-18 17:11:26,0:00:15
2024-04-18 17:15:01,2024-04-18 17:14:29,0:00:32
2024-04-18 17:15:17,2024-04-18 17:15:04,0:00:13
2024-04-18 17:16:02,2024-04-18 17:15:23,0:00:39
2024-04-18 17:17:28,2024-04-18 17:16:14,0:01:14
2024-04-18 17:17:38,2024-04-18 17:17:29,0:00:09
2024-04-18 17:18:01,2024-04-18 17:17:47,0:00:14
2024-04-18 17:19:48,2024-04-18 17:19:38,0:00:10
2024-04-18 17:20:58,2024-04-18 17:20:17,0:00:41
2024-04-18 17:21:29,2024-04-18 17:21:08,0:00:21
2024-04-18 17:22:01,2024-04-18 17:21:33,0:00:28
2024-04-18 17:22:45,2024-04-18 17:22:33,0:00:12
2024-04-18 17:26:33,2024-04-18 17:26:06,0:00:27
2024-04-18 17:26:56,2024-04-18 17:26:35,0:00:21
2024-04-18 17:28:07,2024-04-18 17:26:58,0:01:09
2024-04-18 17:28:43,2024-04-18 17:28:13,0:00:30
2024-04-18 17:29:08,2024-04-18 17:28:58,0:00:10
2024-04-18 17:29:28,2024-04-18 17:29:13,0:00:15
2024-04-18 17:30:05,2024-04-18 17:29:39,0:00:26
2024-04-18 17:30:42,2024-04-18 17:30:22,0:00:20
2024-04-18 17:30:59,2024-04-18 17:30:48,0:00:11
2024-04-18 17:31:12,2024-04-18 17:31:00,0:00:12
2024-04-18 17:32:06,2024-04-18 17:31:40,0:00:26
2024-04-18 17:33:02,2024-04-18 17:32:29,0:00:33
2024-04-18 17:33:42,2024-04-18 17:33:11,0:00:31
2024-04-18 17:34:02,2024-04-18 17:33:50,0:00:12
2024-04-18 17:35:02,2024-04-18 17:34:02,0:01:00
2024-04-18 17:35:53,2024-04-18 17:35:06,0:00:47
2024-04-18 17:37:05,2024-04-18 17:36:36,0:00:29
2024-04-18 17:37:26,2024-04-18 17:37:12,0:00:14
2024-04-18 17:38:04,2024-04-18 17:37:54,0:00:10
2024-04-18 17:38:23,2024-04-18 17:38:11,0:00:12
2024-04-18 17:38:55,2024-04-18 17:38:44,0:00:11
2024-04-18 17:39:17,2024-04-18 17:39:08,0:00:09
2024-04-18 17:39:30,2024-04-18 17:39:22,0:00:08
2024-04-18 17:39:57,2024-04-18 17:39:37,0:00:20
2024-04-18 17:40:37,2024-04-18 17:40:05,0:00:32
2024-04-18 17:40:58,2024-04-18 17:40:49,0:00:09
2024-04-18 17:41:58,2024-04-18 17:40:59,0:00:59
2024-04-18 17:42:30,2024-04-18 17:42:17,0:00:13
2024-04-18 17:43:18,2024-04-18 17:42:36,0:00:42
2024-04-18 17:44:55,2024-04-18 17:43:29,0:01:26
2024-04-18 17:45:49,2024-04-18 17:45:20,0:00:29
2024-04-18 17:46:12,2024-04-18 17:45:55,0:00:17
2024-04-18 17:47:29,2024-04-18 17:46:35,0:00:54
2024-04-18 17:48:00,2024-04-18 17:47:35,0:00:25
2024-04-18 17:49:57,2024-04-18 17:49:15,0:00:42
2024-04-18 17:50:32,2024-04-18 17:50:03,0:00:29
2024-04-18 17:51:52,2024-04-18 17:51:33,0:00:19
2024-04-18 17:52:24,2024-04-18 17:52:10,0:00:14
2024-04-18 17:52:47,2024-04-18 17:52:35,0:00:12
2024-04-18 17:53:29,2024-04-18 17:53:16,0:00:13
2024-04-18 17:53:50,2024-04-18 17:53:35,0:00:15
2024-04-18 17:54:28,2024-04-18 17:54:17,0:00:11
2024-04-18 17:55:11,2024-04-18 17:54:55,0:00:16
2024-04-18 17:55:55,2024-04-18 17:55:37,0:00:18
2024-04-18 17:56:25,2024-04-18 17:55:56,0:00:29
2024-04-18 17:57:31,2024-04-18 17:57:16,0:00:15
2024-04-18 17:58:10,2024-04-18 17:57:39,0:00:31
2024-04-18 17:58:59,2024-04-18 17:58:50,0:00:09
2024-04-18 17:59:28,2024-04-18 17:59:09,0:00:19
2024-04-18 17:59:41,2024-04-18 17:59:32,0:00:09
2024-04-18 17:59:57,2024-04-18 17:59:42,0:00:15
2024-04-18 18:01:25,2024-04-18 18:00:54,0:00:31
2024-04-18 18:02:14,2024-04-18 18:01:43,0:00:31
2024-04-18 18:03:12,2024-04-18 18:02:54,0:00:18
2024-04-18 18:04:35,2024-04-18 18:04:10,0:00:25
2024-04-18 18:05:09,2024-04-18 18:04:46,0:00:23
2024-04-18 18:05:59,2024-04-18 18:05:14,0:00:45
2024-04-18 18:06:47,2024-04-18 18:06:20,0:00:27
2024-04-18 18:08:42,2024-04-18 18:08:00,0:00:42
2024-04-18 18:10:20,2024-04-18 18:08:46,0:01:34
2024-04-18 18:10:33,2024-04-18 18:10:20,0:00:13
2024-04-18 18:11:49,2024-04-18 18:10:49,0:01:00
2024-04-18 18:12:32,2024-04-18 18:11:56,0:00:36
2024-04-18 18:13:14,2024-04-18 18:13:06,0:00:08
2024-04-18 18:13:52,2024-04-18 18:13:26,0:00:26
2024-04-18 18:14:51,2024-04-18 18:13:53,0:00:58
2024-04-18 18:15:21,2024-04-18 18:15:04,0:00:17
2024-04-18 18:16:14,2024-04-18 18:16:02,0:00:12
2024-04-18 18:17:05,2024-04-18 18:16:25,0:00:40
2024-04-18 18:18:00,2024-04-18 18:17:30,0:00:30
2024-04-18 18:18:20,2024-04-18 18:18:08,0:00:12
2024-04-18 18:18:51,2024-04-18 18:18:40,0:00:11
2024-04-18 18:19:11,2024-04-18 18:18:56,0:00:15
2024-04-18 18:20:31,2024-04-18 18:20:13,0:00:18
2024-04-18 18:21:05,2024-04-18 18:20:31,0:00:34
2024-04-18 18:21:32,2024-04-18 18:21:08,0:00:24
2024-04-18 18:22:14,2024-04-18 18:22:05,0:00:09
2024-04-18 18:22:52,2024-04-18 18:22:21,0:00:31
2024-04-18 18:23:35,2024-04-18 18:22:55,0:00:40
2024-04-18 18:24:39,2024-04-18 18:24:29,0:00:10
2024-04-18 18:25:21,2024-04-18 18:25:10,0:00:11
2024-04-18 18:25:34,2024-04-18 18:25:22,0:00:12
2024-04-18 18:26:02,2024-04-18 18:25:48,0:00:14
2024-04-18 18:26:37,2024-04-18 18:26:11,0:00:26
2024-04-18 18:27:03,2024-04-18 18:26:42,0:00:21
2024-04-18 18:27:41,2024-04-18 18:27:18,0:00:23
2024-04-18 18:28:31,2024-04-18 18:28:07,0:00:24
2024-04-18 18:29:36,2024-04-18 18:29:08,0:00:28
2024-04-18 18:30:36,2024-04-18 18:30:02,0:00:34
2024-04-18 18:31:01,2024-04-18 18:30:48,0:00:13
2024-04-18 18:32:26,2024-04-18 18:31:32,0:00:54
2024-04-18 18:32:44,2024-04-18 18:32:30,0:00:14
2024-04-18 18:33:28,2024-04-18 18:32:46,0:00:42
2024-04-18 18:34:00,2024-04-18 18:33:48,0:00:12
2024-04-18 18:35:44,2024-04-18 18:34:53,0:00:51
2024-04-18 18:37:10,2024-04-18 18:37:01,0:00:09
2024-04-18 18:37:48,2024-04-18 18:37:35,0:00:13
2024-04-18 18:38:32,2024-04-18 18:38:22,0:00:10
2024-04-18 18:40:53,2024-04-18 18:40:39,0:00:14
2024-04-18 18:41:12,2024-04-18 18:40:58,0:00:14
2024-04-18 18:41:33,2024-04-18 18:41:24,0:00:09
2024-04-18 18:42:39,2024-04-18 18:42:13,0:00:26
2024-04-18 18:43:10,2024-04-18 18:42:46,0:00:24
2024-04-18 18:44:30,2024-04-18 18:44:16,0:00:14
2024-04-18 18:45:42,2024-04-18 18:45:28,0:00:14
2024-04-18 18:47:17,2024-04-18 18:47:06,0:00:11
2024-04-18 18:48:02,2024-04-18 18:47:39,0:00:23
2024-04-18 18:49:17,2024-04-18 18:49:00,0:00:17
2024-04-18 18:49:51,2024-04-18 18:49:38,0:00:13
2024-04-18 18:50:37,2024-04-18 18:50:22,0:00:15
2024-04-18 18:51:41,2024-04-18 18:51:16,0:00:25
2024-04-18 18:52:02,2024-04-18 18:51:54,0:00:08
2024-04-18 18:52:51,2024-04-18 18:52:40,0:00:11
2024-04-18 18:54:10,2024-04-18 18:53:57,0:00:13
2024-04-18 18:55:45,2024-04-18 18:55:35,0:00:10
2024-04-18 18:57:13,2024-04-18 18:56:49,0:00:24
2024-04-18 18:58:24,2024-04-18 18:57:50,0:00:34
2024-04-18 19:01:20,2024-04-18 19:00:55,0:00:25
2024-04-18 19:02:30,2024-04-18 19:02:09,0:00:21
2024-04-18 19:02:53,2024-04-18 19:02:42,0:00:11
2024-04-18 19:03:55,2024-04-18 19:03:40,0:00:15
2024-04-18 19:06:11,2024-04-18 19:05:59,0:00:12
2024-04-18 19:10:15,2024-04-18 19:09:51,0:00:24
2024-04-18 19:10:42,2024-04-18 19:10:29,0:00:13
2024-04-18 19:11:11,2024-04-18 19:11:00,0:00:11
2024-04-18 19:17:17,2024-04-18 19:17:06,0:00:11
2024-04-18 19:17:49,2024-04-18 19:17:39,0:00:10
2024-04-18 19:19:07,2024-04-18 19:18:58,0:00:09
2024-04-18 19:19:46,2024-04-18 19:19:36,0:00:10
2024-04-18 19:20:14,2024-04-18 19:20:03,0:00:11
2024-04-18 19:20:37,2024-04-18 19:20:20,0:00:17
2024-04-18 19:21:19,2024-04-18 19:21:08,0:00:11
2024-04-18 19:24:44,2024-04-18 19:24:29,0:00:15
2024-04-18 19:25:54,2024-04-18 19:25:31,0:00:23
2024-04-18 19:26:24,2024-04-18 19:26:08,0:00:16
2024-04-18 19:29:21,2024-04-18 19:29:08,0:00:13
2024-04-18 19:34:02,2024-04-18 19:33:52,0:00:10
2024-04-18 19:34:17,2024-04-18 19:34:03,0:00:14
2024-04-18 19:34:43,2024-04-18 19:34:33,0:00:10
2024-04-18 19:37:17,2024-04-18 19:37:04,0:00:13
2024-04-18 19:37:39,2024-04-18 19:37:28,0:00:11
2024-04-18 19:39:33,2024-04-18 19:39:25,0:00:08
2024-04-18 19:39:48,2024-04-18 19:39:40,0:00:08
2024-04-18 19:41:12,2024-04-18 19:40:48,0:00:24
2024-04-18 19:42:16,2024-04-18 19:42:07,0:00:09
2024-04-18 19:44:40,2024-04-18 19:44:27,0:00:13
2024-04-18 19:47:12,2024-04-18 19:46:42,0:00:30
2024-04-18 19:47:40,2024-04-18 19:47:29,0:00:11
2024-04-18 19:47:53,2024-04-18 19:47:45,0:00:08
2024-04-18 19:51:55,2024-04-18 19:51:44,0:00:11
2024-04-18 19:52:08,2024-04-18 19:51:58,0:00:10
2024-04-18 22:22:10,2024-04-18 22:22:00,0:00:10
2024-04-18 22:31:28,2024-04-18 22:23:06,0:08:22
2024-04-19 05:14:29,2024-04-19 05:14:19,0:00:10
2024-04-19 05:36:53,2024-04-19 05:36:43,0:00:10
2024-04-19 05:42:45,2024-04-19 05:42:24,0:00:21
2024-04-19 05:47:16,2024-04-19 05:46:55,0:00:21
2024-04-19 05:47:45,2024-04-19 05:47:30,0:00:15
2024-04-19 05:48:29,2024-04-19 05:48:19,0:00:10
2024-04-19 05:48:43,2024-04-19 05:48:33,0:00:10
2024-04-19 05:48:57,2024-04-19 05:48:45,0:00:12
2024-04-19 05:51:11,2024-04-19 05:50:30,0:00:41
2024-04-19 05:52:12,2024-04-19 05:52:03,0:00:09
2024-04-19 05:55:04,2024-04-19 05:54:55,0:00:09
2024-04-19 05:56:06,2024-04-19 05:55:56,0:00:10
2024-04-19 06:02:35,2024-04-19 06:02:17,0:00:18
2024-04-19 06:03:25,2024-04-19 06:03:16,0:00:09
2024-04-19 06:06:47,2024-04-19 06:06:33,0:00:14
2024-04-19 06:11:17,2024-04-19 06:11:04,0:00:13
2024-04-19 06:11:28,2024-04-19 06:11:18,0:00:10
2024-04-19 06:14:04,2024-04-19 06:13:46,0:00:18
2024-04-19 06:14:25,2024-04-19 06:14:06,0:00:19
2024-04-19 06:17:15,2024-04-19 06:16:42,0:00:33
2024-04-19 06:19:45,2024-04-19 06:19:27,0:00:18
2024-04-19 06:20:33,2024-04-19 06:20:23,0:00:10
2024-04-19 06:21:21,2024-04-19 06:20:41,0:00:40
2024-04-19 06:21:46,2024-04-19 06:21:35,0:00:11
2024-04-19 06:22:15,2024-04-19 06:21:58,0:00:17
2024-04-19 06:24:44,2024-04-19 06:24:32,0:00:12
2024-04-19 06:26:02,2024-04-19 06:25:54,0:00:08
2024-04-19 06:26:23,2024-04-19 06:26:06,0:00:17
2024-04-19 06:27:04,2024-04-19 06:26:49,0:00:15
2024-04-19 06:27:44,2024-04-19 06:27:34,0:00:10
2024-04-19 06:28:18,2024-04-19 06:28:02,0:00:16
2024-04-19 06:29:44,2024-04-19 06:29:24,0:00:20
2024-04-19 06:30:56,2024-04-19 06:30:40,0:00:16
2024-04-19 06:31:35,2024-04-19 06:31:20,0:00:15
2024-04-19 06:31:57,2024-04-19 06:31:37,0:00:20
2024-04-19 06:32:49,2024-04-19 06:32:33,0:00:16
2024-04-19 06:33:34,2024-04-19 06:32:55,0:00:39
2024-04-19 06:34:12,2024-04-19 06:34:02,0:00:10
2024-04-19 06:34:34,2024-04-19 06:34:25,0:00:09
2024-04-19 06:35:20,2024-04-19 06:34:36,0:00:44
2024-04-19 06:35:44,2024-04-19 06:35:32,0:00:12
2024-04-19 06:36:18,2024-04-19 06:36:02,0:00:16
2024-04-19 06:40:12,2024-04-19 06:40:04,0:00:08
2024-04-19 06:41:03,2024-04-19 06:40:54,0:00:09
2024-04-19 06:41:24,2024-04-19 06:41:15,0:00:09
2024-04-19 06:41:40,2024-04-19 06:41:29,0:00:11
2024-04-19 06:43:05,2024-04-19 06:42:54,0:00:11
2024-04-19 06:43:46,2024-04-19 06:43:31,0:00:15
2024-04-19 06:44:58,2024-04-19 06:44:50,0:00:08
2024-04-19 06:45:28,2024-04-19 06:45:15,0:00:13
2024-04-19 06:46:41,2024-04-19 06:46:22,0:00:19
2024-04-19 06:47:36,2024-04-19 06:47:12,0:00:24
2024-04-19 06:48:20,2024-04-19 06:48:09,0:00:11
2024-04-19 06:51:55,2024-04-19 06:51:29,0:00:26
2024-04-19 06:52:09,2024-04-19 06:52:00,0:00:09
2024-04-19 06:53:40,2024-04-19 06:53:26,0:00:14
2024-04-19 06:55:56,2024-04-19 06:55:44,0:00:12
2024-04-19 06:56:09,2024-04-19 06:55:59,0:00:10
2024-04-19 06:56:26,2024-04-19 06:56:09,0:00:17
2024-04-19 06:56:47,2024-04-19 06:56:36,0:00:11
2024-04-19 06:57:29,2024-04-19 06:57:04,0:00:25
2024-04-19 06:59:44,2024-04-19 06:59:25,0:00:19
2024-04-19 07:02:37,2024-04-19 07:02:01,0:00:36
2024-04-19 07:04:35,2024-04-19 07:04:15,0:00:20
2024-04-19 07:04:52,2024-04-19 07:04:43,0:00:09
2024-04-19 07:05:14,2024-04-19 07:04:55,0:00:19
2024-04-19 07:05:44,2024-04-19 07:05:29,0:00:15
2024-04-19 07:07:03,2024-04-19 07:06:35,0:00:28
2024-04-19 07:08:19,2024-04-19 07:08:09,0:00:10
2024-04-19 07:08:53,2024-04-19 07:08:45,0:00:08
2024-04-19 07:09:31,2024-04-19 07:09:18,0:00:13
2024-04-19 07:10:50,2024-04-19 07:10:41,0:00:09
2024-04-19 07:11:49,2024-04-19 07:11:35,0:00:14
2024-04-19 07:12:45,2024-04-19 07:12:13,0:00:32
2024-04-19 07:13:39,2024-04-19 07:13:28,0:00:11
2024-04-19 07:17:01,2024-04-19 07:16:46,0:00:15
2024-04-19 07:17:15,2024-04-19 07:17:05,0:00:10
2024-04-19 07:17:42,2024-04-19 07:17:31,0:00:11
2024-04-19 07:21:52,2024-04-19 07:21:19,0:00:33
2024-04-19 07:23:37,2024-04-19 07:22:46,0:00:51
2024-04-19 07:24:15,2024-04-19 07:24:05,0:00:10
2024-04-19 07:25:13,2024-04-19 07:24:20,0:00:53
2024-04-19 07:26:23,2024-04-19 07:26:01,0:00:22
2024-04-19 07:26:54,2024-04-19 07:26:45,0:00:09
2024-04-19 07:27:41,2024-04-19 07:27:22,0:00:19
2024-04-19 07:28:26,2024-04-19 07:27:53,0:00:33
2024-04-19 07:28:56,2024-04-19 07:28:39,0:00:17
2024-04-19 07:29:36,2024-04-19 07:29:26,0:00:10
2024-04-19 07:29:58,2024-04-19 07:29:37,0:00:21
2024-04-19 07:30:43,2024-04-19 07:30:05,0:00:38
2024-04-19 07:31:14,2024-04-19 07:30:55,0:00:19
2024-04-19 07:32:52,2024-04-19 07:32:25,0:00:27
2024-04-19 07:34:29,2024-04-19 07:33:50,0:00:39
2024-04-19 07:34:46,2024-04-19 07:34:37,0:00:09
2024-04-19 07:35:10,2024-04-19 07:34:59,0:00:11
2024-04-19 07:35:40,2024-04-19 07:35:26,0:00:14
2024-04-19 07:36:08,2024-04-19 07:35:58,0:00:10
2024-04-19 07:37:48,2024-04-19 07:37:14,0:00:34
2024-04-19 07:38:36,2024-04-19 07:37:52,0:00:44
2024-04-19 07:38:56,2024-04-19 07:38:38,0:00:18
2024-04-19 07:39:31,2024-04-19 07:39:22,0:00:09
2024-04-19 07:40:05,2024-04-19 07:39:41,0:00:24
2024-04-19 07:40:21,2024-04-19 07:40:05,0:00:16
2024-04-19 07:40:43,2024-04-19 07:40:33,0:00:10
2024-04-19 07:40:59,2024-04-19 07:40:49,0:00:10
2024-04-19 07:41:10,2024-04-19 07:41:01,0:00:09
2024-04-19 07:42:04,2024-04-19 07:41:44,0:00:20
2024-04-19 07:42:30,2024-04-19 07:42:18,0:00:12
2024-04-19 07:42:47,2024-04-19 07:42:35,0:00:12
2024-04-19 07:43:12,2024-04-19 07:42:56,0:00:16
2024-04-19 07:43:52,2024-04-19 07:43:43,0:00:09
2024-04-19 07:44:07,2024-04-19 07:43:59,0:00:08
2024-04-19 07:45:28,2024-04-19 07:45:04,0:00:24
2024-04-19 07:46:07,2024-04-19 07:45:29,0:00:38
2024-04-19 07:46:31,2024-04-19 07:46:15,0:00:16
2024-04-19 07:47:06,2024-04-19 07:46:48,0:00:18
2024-04-19 07:47:39,2024-04-19 07:47:23,0:00:16
2024-04-19 07:48:17,2024-04-19 07:47:47,0:00:30
2024-04-19 07:48:28,2024-04-19 07:48:17,0:00:11
2024-04-19 07:49:25,2024-04-19 07:48:35,0:00:50
2024-04-19 07:50:31,2024-04-19 07:50:19,0:00:12
2024-04-19 07:51:31,2024-04-19 07:51:19,0:00:12
2024-04-19 07:51:52,2024-04-19 07:51:39,0:00:13
2024-04-19 07:52:03,2024-04-19 07:51:55,0:00:08
2024-04-19 07:54:43,2024-04-19 07:54:14,0:00:29
2024-04-19 07:55:04,2024-04-19 07:54:47,0:00:17
2024-04-19 07:56:40,2024-04-19 07:56:24,0:00:16
2024-04-19 07:58:04,2024-04-19 07:57:46,0:00:18
2024-04-19 07:59:20,2024-04-19 07:58:48,0:00:32
2024-04-19 07:59:35,2024-04-19 07:59:24,0:00:11
2024-04-19 08:00:06,2024-04-19 07:59:54,0:00:12
2024-04-19 08:00:40,2024-04-19 08:00:24,0:00:16
2024-04-19 08:01:17,2024-04-19 08:00:58,0:00:19
2024-04-19 08:01:50,2024-04-19 08:01:29,0:00:21
2024-04-19 08:02:49,2024-04-19 08:02:40,0:00:09
2024-04-19 08:03:18,2024-04-19 08:02:50,0:00:28
2024-04-19 08:03:34,2024-04-19 08:03:21,0:00:13
2024-04-19 08:04:48,2024-04-19 08:04:29,0:00:19
2024-04-19 08:05:01,2024-04-19 08:04:48,0:00:13
2024-04-19 08:05:39,2024-04-19 08:05:05,0:00:34
2024-04-19 08:06:14,2024-04-19 08:06:04,0:00:10
2024-04-19 08:06:38,2024-04-19 08:06:19,0:00:19
2024-04-19 08:07:08,2024-04-19 08:06:56,0:00:12
2024-04-19 08:07:29,2024-04-19 08:07:14,0:00:15
2024-04-19 08:08:09,2024-04-19 08:07:29,0:00:40
2024-04-19 08:08:35,2024-04-19 08:08:22,0:00:13
2024-04-19 08:09:20,2024-04-19 08:08:35,0:00:45
2024-04-19 08:09:52,2024-04-19 08:09:34,0:00:18
2024-04-19 08:11:27,2024-04-19 08:11:15,0:00:12
2024-04-19 08:12:19,2024-04-19 08:12:09,0:00:10
2024-04-19 08:12:49,2024-04-19 08:12:30,0:00:19
2024-04-19 08:13:04,2024-04-19 08:12:49,0:00:15
2024-04-19 08:13:31,2024-04-19 08:13:06,0:00:25
2024-04-19 08:14:07,2024-04-19 08:13:52,0:00:15
2024-04-19 08:14:33,2024-04-19 08:14:07,0:00:26
2024-04-19 08:16:03,2024-04-19 08:15:37,0:00:26
2024-04-19 08:16:52,2024-04-19 08:16:36,0:00:16
2024-04-19 08:17:11,2024-04-19 08:16:55,0:00:16
2024-04-19 08:17:53,2024-04-19 08:17:29,0:00:24
2024-04-19 08:20:30,2024-04-19 08:20:21,0:00:09
2024-04-19 08:21:19,2024-04-19 08:20:57,0:00:22
2024-04-19 08:22:08,2024-04-19 08:22:00,0:00:08
2024-04-19 08:22:40,2024-04-19 08:22:16,0:00:24
2024-04-19 08:23:18,2024-04-19 08:22:54,0:00:24
2024-04-19 08:23:54,2024-04-19 08:23:45,0:00:09
2024-04-19 08:24:12,2024-04-19 08:24:01,0:00:11
2024-04-19 08:26:19,2024-04-19 08:26:04,0:00:15
2024-04-19 08:26:56,2024-04-19 08:26:33,0:00:23
2024-04-19 08:27:39,2024-04-19 08:26:59,0:00:40
2024-04-19 08:28:08,2024-04-19 08:27:43,0:00:25
2024-04-19 08:28:40,2024-04-19 08:28:11,0:00:29
2024-04-19 08:29:15,2024-04-19 08:28:51,0:00:24
2024-04-19 08:30:28,2024-04-19 08:29:47,0:00:41
2024-04-19 08:31:55,2024-04-19 08:30:51,0:01:04
2024-04-19 08:32:42,2024-04-19 08:31:58,0:00:44
2024-04-19 08:33:20,2024-04-19 08:32:58,0:00:22
2024-04-19 08:33:44,2024-04-19 08:33:32,0:00:12
2024-04-19 08:34:44,2024-04-19 08:34:09,0:00:35
