Timestamp,Start,Duration
2024-04-19 08:35:27,2024-04-19 08:34:47,0:00:40
2024-04-19 08:35:49,2024-04-19 08:35:36,0:00:13
2024-04-19 08:36:16,2024-04-19 08:35:59,0:00:17
2024-04-19 08:37:03,2024-04-19 08:36:53,0:00:10
2024-04-19 08:37:39,2024-04-19 08:37:08,0:00:31
2024-04-19 08:37:55,2024-04-19 08:37:40,0:00:15
2024-04-19 08:38:20,2024-04-19 08:38:10,0:00:10
2024-04-19 08:39:48,2024-04-19 08:38:41,0:01:07
2024-04-19 08:40:07,2024-04-19 08:39:48,0:00:19
2024-04-19 08:40:38,2024-04-19 08:40:27,0:00:11
2024-04-19 08:41:21,2024-04-19 08:40:53,0:00:28
2024-04-19 08:42:24,2024-04-19 08:41:26,0:00:58
2024-04-19 08:43:02,2024-04-19 08:42:51,0:00:11
2024-04-19 08:43:34,2024-04-19 08:43:26,0:00:08
2024-04-19 08:44:00,2024-04-19 08:43:49,0:00:11
2024-04-19 08:44:21,2024-04-19 08:44:08,0:00:13
2024-04-19 08:45:12,2024-04-19 08:44:51,0:00:21
2024-04-19 08:46:11,2024-04-19 08:45:34,0:00:37
2024-04-19 08:46:41,2024-04-19 08:46:12,0:00:29
2024-04-19 08:47:17,2024-04-19 08:47:06,0:00:11
2024-04-19 08:47:39,2024-04-19 08:47:24,0:00:15
2024-04-19 08:47:58,2024-04-19 08:47:46,0:00:12
2024-04-19 08:48:45,2024-04-19 08:48:28,0:00:17
2024-04-19 08:49:35,2024-04-19 08:49:26,0:00:09
2024-04-19 08:50:39,2024-04-19 08:49:45,0:00:54
2024-04-19 08:52:27,2024-04-19 08:51:09,0:01:18
2024-04-19 08:53:22,2024-04-19 08:52:47,0:00:35
2024-04-19 08:53:39,2024-04-19 08:53:28,0:00:11
2024-04-19 08:54:33,2024-04-19 08:54:06,0:00:27
2024-04-19 08:55:10,2024-04-19 08:54:34,0:00:36
2024-04-19 08:55:23,2024-04-19 08:55:11,0:00:12
2024-04-19 08:55:47,2024-04-19 08:55:36,0:00:11
2024-04-19 08:56:20,2024-04-19 08:56:05,0:00:15
2024-04-19 08:56:59,2024-04-19 08:56:42,0:00:17
2024-04-19 08:58:27,2024-04-19 08:58:15,0:00:12
2024-04-19 08:59:56,2024-04-19 08:59:47,0:00:09
2024-04-19 09:00:14,2024-04-19 08:59:59,0:00:15
2024-04-19 09:00:50,2024-04-19 09:00:36,0:00:14
2024-04-19 09:01:41,2024-04-19 09:01:32,0:00:09
2024-04-19 09:02:03,2024-04-19 09:01:49,0:00:14
2024-04-19 09:02:33,2024-04-19 09:02:21,0:00:12
2024-04-19 09:03:57,2024-04-19 09:03:48,0:00:09
2024-04-19 09:04:23,2024-04-19 09:04:10,0:00:13
2024-04-19 09:04:34,2024-04-19 09:04:26,0:00:08
2024-04-19 09:04:48,2024-04-19 09:04:37,0:00:11
2024-04-19 09:05:47,2024-04-19 09:05:38,0:00:09
2024-04-19 09:06:38,2024-04-19 09:06:11,0:00:27
2024-04-19 09:07:35,2024-04-19 09:06:44,0:00:51
2024-04-19 09:08:23,2024-04-19 09:08:15,0:00:08
2024-04-19 09:08:59,2024-04-19 09:08:36,0:00:23
2024-04-19 09:10:08,2024-04-19 09:09:06,0:01:02
2024-04-19 09:11:04,2024-04-19 09:10:49,0:00:15
2024-04-19 09:11:31,2024-04-19 09:11:23,0:00:08
2024-04-19 09:12:48,2024-04-19 09:12:34,0:00:14
2024-04-19 09:13:07,2024-04-19 09:12:50,0:00:17
2024-04-19 09:13:34,2024-04-19 09:13:14,0:00:20
2024-04-19 09:13:44,2024-04-19 09:13:36,0:00:08
2024-04-19 09:14:45,2024-04-19 09:13:59,0:00:46
2024-04-19 09:15:14,2024-04-19 09:14:58,0:00:16
2024-04-19 09:16:05,2024-04-19 09:15:32,0:00:33
2024-04-19 09:16:48,2024-04-19 09:16:12,0:00:36
2024-04-19 09:18:12,2024-04-19 09:17:00,0:01:12
2024-04-19 09:19:53,2024-04-19 09:18:27,0:01:26
2024-04-19 09:20:37,2024-04-19 09:20:18,0:00:19
2024-04-19 09:20:52,2024-04-19 09:20:42,0:00:10
2024-04-19 09:21:38,2024-04-19 09:21:00,0:00:38
2024-04-19 09:22:55,2024-04-19 09:21:43,0:01:12
2024-04-19 09:23:36,2024-04-19 09:23:08,0:00:28
2024-04-19 09:24:03,2024-04-19 09:23:54,0:00:09
2024-04-19 09:25:29,2024-04-19 09:24:44,0:00:45
2024-04-19 09:25:50,2024-04-19 09:25:41,0:00:09
2024-04-19 09:26:33,2024-04-19 09:26:02,0:00:31
2024-04-19 09:27:39,2024-04-19 09:26:52,0:00:47
2024-04-19 09:28:34,2024-04-19 09:28:19,0:00:15
2024-04-19 09:30:52,2024-04-19 09:29:13,0:01:39
2024-04-19 09:31:20,2024-04-19 09:30:52,0:00:28
2024-04-19 09:31:59,2024-04-19 09:31:41,0:00:18
2024-04-19 09:32:35,2024-04-19 09:32:02,0:00:33
2024-04-19 09:33:24,2024-04-19 09:32:38,0:00:46
2024-04-19 09:33:52,2024-04-19 09:33:34,0:00:18
2024-04-19 09:35:59,2024-04-19 09:34:06,0:01:53
2024-04-19 09:38:12,2024-04-19 09:36:11,0:02:01
2024-04-19 09:38:29,2024-04-19 09:38:17,0:00:12
2024-04-19 09:39:35,2024-04-19 09:38:42,0:00:53
2024-04-19 09:40:13,2024-04-19 09:39:51,0:00:22
2024-04-19 09:41:03,2024-04-19 09:40:13,0:00:50
2024-04-19 09:41:16,2024-04-19 09:41:06,0:00:10
2024-04-19 09:41:49,2024-04-19 09:41:41,0:00:08
2024-04-19 09:42:04,2024-04-19 09:41:50,0:00:14
2024-04-19 09:42:40,2024-04-19 09:42:22,0:00:18
2024-04-19 09:44:23,2024-04-19 09:42:48,0:01:35
2024-04-19 09:45:31,2024-04-19 09:44:34,0:00:57
2024-04-19 09:46:05,2024-04-19 09:45:37,0:00:28
2024-04-19 09:46:38,2024-04-19 09:46:09,0:00:29
2024-04-19 09:47:07,2024-04-19 09:46:44,0:00:23
2024-04-19 09:47:18,2024-04-19 09:47:07,0:00:11
2024-04-19 09:48:07,2024-04-19 09:47:35,0:00:32
2024-04-19 09:48:40,2024-04-19 09:48:32,0:00:08
2024-04-19 09:49:46,2024-04-19 09:48:47,0:00:59
2024-04-19 09:50:42,2024-04-19 09:50:02,0:00:40
2024-04-19 09:51:06,2024-04-19 09:50:54,0:00:12
2024-04-19 09:51:20,2024-04-19 09:51:08,0:00:12
2024-04-19 09:52:20,2024-04-19 09:51:44,0:00:36
2024-04-19 09:52:35,2024-04-19 09:52:25,0:00:10
2024-04-19 09:54:16,2024-04-19 09:52:37,0:01:39
2024-04-19 09:55:04,2024-04-19 09:54:54,0:00:10
2024-04-19 09:56:53,2024-04-19 09:55:36,0:01:17
2024-04-19 09:57:10,2024-04-19 09:56:56,0:00:14
2024-04-19 09:57:31,2024-04-19 09:57:15,0:00:16
2024-04-19 09:57:49,2024-04-19 09:57:37,0:00:12
2024-04-19 10:00:14,2024-04-19 09:57:53,0:02:21
2024-04-19 10:01:03,2024-04-19 10:00:19,0:00:44
2024-04-19 10:01:40,2024-04-19 10:01:06,0:00:34
2024-04-19 10:02:17,2024-04-19 10:01:50,0:00:27
2024-04-19 10:02:40,2024-04-19 10:02:32,0:00:08
2024-04-19 10:03:31,2024-04-19 10:02:55,0:00:36
2024-04-19 10:04:15,2024-04-19 10:03:46,0:00:29
2024-04-19 10:04:34,2024-04-19 10:04:20,0:00:14
2024-04-19 10:06:15,2024-04-19 10:04:41,0:01:34
2024-04-19 10:07:46,2024-04-19 10:06:23,0:01:23
2024-04-19 10:08:16,2024-04-19 10:08:04,0:00:12
2024-04-19 10:09:15,2024-04-19 10:08:30,0:00:45
2024-04-19 10:10:16,2024-04-19 10:09:32,0:00:44
2024-04-19 10:10:40,2024-04-19 10:10:16,0:00:24
2024-04-19 10:11:30,2024-04-19 10:11:00,0:00:30
2024-04-19 10:12:43,2024-04-19 10:11:49,0:00:54
2024-04-19 10:13:43,2024-04-19 10:13:27,0:00:16
2024-04-19 10:16:19,2024-04-19 10:16:04,0:00:15
2024-04-19 10:17:16,2024-04-19 10:16:59,0:00:17
2024-04-19 10:17:58,2024-04-19 10:17:46,0:00:12
2024-04-19 10:18:40,2024-04-19 10:18:26,0:00:14
2024-04-19 10:18:54,2024-04-19 10:18:43,0:00:11
2024-04-19 10:19:14,2024-04-19 10:18:59,0:00:15
2024-04-19 10:20:53,2024-04-19 10:19:31,0:01:22
2024-04-19 10:21:52,2024-04-19 10:21:43,0:00:09
2024-04-19 10:22:18,2024-04-19 10:21:55,0:00:23
2024-04-19 10:22:43,2024-04-19 10:22:23,0:00:20
2024-04-19 10:23:51,2024-04-19 10:22:46,0:01:05
2024-04-19 10:25:12,2024-04-19 10:24:27,0:00:45
2024-04-19 10:25:44,2024-04-19 10:25:13,0:00:31
2024-04-19 10:26:05,2024-04-19 10:25:45,0:00:20
2024-04-19 10:28:29,2024-04-19 10:26:16,0:02:13
2024-04-19 10:28:50,2024-04-19 10:28:30,0:00:20
2024-04-19 10:29:06,2024-04-19 10:28:52,0:00:14
2024-04-19 10:29:25,2024-04-19 10:29:11,0:00:14
2024-04-19 10:30:47,2024-04-19 10:30:27,0:00:20
2024-04-19 10:31:39,2024-04-19 10:30:55,0:00:44
2024-04-19 10:31:59,2024-04-19 10:31:49,0:00:10
2024-04-19 10:33:33,2024-04-19 10:33:21,0:00:12
2024-04-19 10:34:43,2024-04-19 10:33:48,0:00:55
2024-04-19 10:35:40,2024-04-19 10:35:13,0:00:27
2024-04-19 10:36:09,2024-04-19 10:35:55,0:00:14
2024-04-19 10:37:47,2024-04-19 10:37:39,0:00:08
2024-04-19 10:38:15,2024-04-19 10:37:50,0:00:25
2024-04-19 10:38:31,2024-04-19 10:38:17,0:00:14
2024-04-19 10:38:54,2024-04-19 10:38:41,0:00:13
2024-04-19 10:39:55,2024-04-19 10:39:40,0:00:15
2024-04-19 10:40:58,2024-04-19 10:40:37,0:00:21
2024-04-19 10:43:49,2024-04-19 10:43:10,0:00:39
2024-04-19 10:44:14,2024-04-19 10:44:03,0:00:11
2024-04-19 10:45:17,2024-04-19 10:44:53,0:00:24
2024-04-19 10:46:27,2024-04-19 10:45:20,0:01:07
2024-04-19 10:48:14,2024-04-19 10:46:28,0:01:46
2024-04-19 10:48:39,2024-04-19 10:48:23,0:00:16
2024-04-19 10:49:18,2024-04-19 10:48:42,0:00:36
2024-04-19 10:49:51,2024-04-19 10:49:25,0:00:26
2024-04-19 10:50:07,2024-04-19 10:49:51,0:00:16
2024-04-19 10:50:46,2024-04-19 10:50:10,0:00:36
2024-04-19 10:52:26,2024-04-19 10:50:47,0:01:39
2024-04-19 10:54:22,2024-04-19 10:52:40,0:01:42
2024-04-19 10:54:46,2024-04-19 10:54:33,0:00:13
2024-04-19 10:56:14,2024-04-19 10:55:02,0:01:12
2024-04-19 10:56:34,2024-04-19 10:56:24,0:00:10
2024-04-19 10:57:43,2024-04-19 10:57:25,0:00:18
2024-04-19 10:57:55,2024-04-19 10:57:44,0:00:11
2024-04-19 10:58:56,2024-04-19 10:58:06,0:00:50
2024-04-19 10:59:40,2024-04-19 10:59:13,0:00:27
2024-04-19 11:00:46,2024-04-19 11:00:24,0:00:22
2024-04-19 11:01:41,2024-04-19 11:01:24,0:00:17
2024-04-19 11:02:46,2024-04-19 11:02:18,0:00:28
2024-04-19 11:03:55,2024-04-19 11:03:44,0:00:11
2024-04-19 11:04:11,2024-04-19 11:03:57,0:00:14
2024-04-19 11:06:03,2024-04-19 11:05:35,0:00:28
2024-04-19 11:08:30,2024-04-19 11:06:32,0:01:58
2024-04-19 11:10:00,2024-04-19 11:08:33,0:01:27
2024-04-19 11:10:23,2024-04-19 11:10:05,0:00:18
2024-04-19 11:11:35,2024-04-19 11:10:24,0:01:11
2024-04-19 11:12:22,2024-04-19 11:11:35,0:00:47
2024-04-19 11:13:23,2024-04-19 11:12:46,0:00:37
2024-04-19 11:13:56,2024-04-19 11:13:46,0:00:10
2024-04-19 11:14:37,2024-04-19 11:14:25,0:00:12
2024-04-19 11:14:54,2024-04-19 11:14:44,0:00:10
2024-04-19 11:15:20,2024-04-19 11:15:10,0:00:10
2024-04-19 11:16:05,2024-04-19 11:15:23,0:00:42
2024-04-19 11:17:07,2024-04-19 11:16:08,0:00:59
2024-04-19 11:18:05,2024-04-19 11:17:48,0:00:17
2024-04-19 11:19:28,2024-04-19 11:18:09,0:01:19
2024-04-19 11:19:38,2024-04-19 11:19:30,0:00:08
2024-04-19 11:20:18,2024-04-19 11:20:08,0:00:10
2024-04-19 11:20:44,2024-04-19 11:20:28,0:00:16
2024-04-19 11:22:13,2024-04-19 11:21:14,0:00:59
2024-04-19 11:22:29,2024-04-19 11:22:17,0:00:12
2024-04-19 11:22:50,2024-04-19 11:22:42,0:00:08
2024-04-19 11:23:27,2024-04-19 11:23:18,0:00:09
2024-04-19 11:23:45,2024-04-19 11:23:31,0:00:14
2024-04-19 11:24:11,2024-04-19 11:24:02,0:00:09
2024-04-19 11:24:40,2024-04-19 11:24:11,0:00:29
2024-04-19 11:25:00,2024-04-19 11:24:43,0:00:17
2024-04-19 11:25:55,2024-04-19 11:25:45,0:00:10
2024-04-19 11:26:28,2024-04-19 11:26:07,0:00:21
2024-04-19 11:27:10,2024-04-19 11:26:43,0:00:27
2024-04-19 11:27:29,2024-04-19 11:27:15,0:00:14
2024-04-19 11:30:22,2024-04-19 11:27:54,0:02:28
2024-04-19 11:32:30,2024-04-19 11:31:57,0:00:33
2024-04-19 11:34:17,2024-04-19 11:33:20,0:00:57
2024-04-19 11:34:50,2024-04-19 11:34:36,0:00:14
2024-04-19 11:35:48,2024-04-19 11:34:59,0:00:49
2024-04-19 11:36:14,2024-04-19 11:36:00,0:00:14
2024-04-19 11:37:36,2024-04-19 11:36:14,0:01:22
2024-04-19 11:38:27,2024-04-19 11:37:53,0:00:34
2024-04-19 11:39:10,2024-04-19 11:38:27,0:00:43
2024-04-19 11:40:25,2024-04-19 11:39:16,0:01:09
2024-04-19 11:40:56,2024-04-19 11:40:37,0:00:19
2024-04-19 11:41:16,2024-04-19 11:40:58,0:00:18
2024-04-19 11:41:34,2024-04-19 11:41:17,0:00:17
2024-04-19 11:41:52,2024-04-19 11:41:43,0:00:09
2024-04-19 11:42:19,2024-04-19 11:41:56,0:00:23
2024-04-19 11:43:49,2024-04-19 11:42:30,0:01:19
2024-04-19 11:44:31,2024-04-19 11:43:59,0:00:32
2024-04-19 11:44:58,2024-04-19 11:44:32,0:00:26
2024-04-19 11:46:33,2024-04-19 11:45:37,0:00:56
2024-04-19 11:46:59,2024-04-19 11:46:38,0:00:21
2024-04-19 11:47:28,2024-04-19 11:47:03,0:00:25
2024-04-19 11:49:43,2024-04-19 11:47:31,0:02:12
2024-04-19 11:50:55,2024-04-19 11:49:54,0:01:01
2024-04-19 11:52:30,2024-04-19 11:51:00,0:01:30
2024-04-19 11:53:23,2024-04-19 11:52:38,0:00:45
2024-04-19 11:53:56,2024-04-19 11:53:26,0:00:30
2024-04-19 12:00:19,2024-04-19 11:54:03,0:06:16
2024-04-19 12:02:54,2024-04-19 12:00:41,0:02:13
2024-04-19 12:04:47,2024-04-19 12:03:00,0:01:47
2024-04-19 12:05:02,2024-04-19 12:04:53,0:00:09
2024-04-19 12:06:10,2024-04-19 12:05:47,0:00:23
2024-04-19 12:06:38,2024-04-19 12:06:22,0:00:16
2024-04-19 12:07:28,2024-04-19 12:06:51,0:00:37
2024-04-19 12:09:11,2024-04-19 12:07:28,0:01:43
2024-04-19 12:13:56,2024-04-19 12:09:16,0:04:40
2024-04-19 12:14:37,2024-04-19 12:13:57,0:00:40
2024-04-19 12:16:19,2024-04-19 12:14:44,0:01:35
2024-04-19 12:16:54,2024-04-19 12:16:43,0:00:11
2024-04-19 12:17:39,2024-04-19 12:16:56,0:00:43
2024-04-19 12:18:34,2024-04-19 12:18:24,0:00:10
2024-04-19 12:18:49,2024-04-19 12:18:34,0:00:15
2024-04-19 12:19:23,2024-04-19 12:18:58,0:00:25
2024-04-19 12:19:46,2024-04-19 12:19:24,0:00:22
2024-04-19 12:23:02,2024-04-19 12:19:50,0:03:12
2024-04-19 12:27:07,2024-04-19 12:23:07,0:04:00
2024-04-19 12:31:05,2024-04-19 12:27:07,0:03:58
2024-04-19 12:31:24,2024-04-19 12:31:11,0:00:13
2024-04-19 12:32:39,2024-04-19 12:31:26,0:01:13
2024-04-19 12:32:56,2024-04-19 12:32:40,0:00:16
2024-04-19 12:33:28,2024-04-19 12:33:17,0:00:11
2024-04-19 12:34:56,2024-04-19 12:33:32,0:01:24
2024-04-19 12:35:42,2024-04-19 12:35:07,0:00:35
2024-04-19 12:36:51,2024-04-19 12:36:14,0:00:37
2024-04-19 12:37:24,2024-04-19 12:37:00,0:00:24
2024-04-19 12:38:05,2024-04-19 12:37:47,0:00:18
2024-04-19 12:38:32,2024-04-19 12:38:18,0:00:14
2024-04-19 12:38:52,2024-04-19 12:38:36,0:00:16
2024-04-19 12:39:44,2024-04-19 12:39:03,0:00:41
2024-04-19 12:40:13,2024-04-19 12:39:49,0:00:24
2024-04-19 12:41:28,2024-04-19 12:40:42,0:00:46
2024-04-19 12:41:53,2024-04-19 12:41:28,0:00:25
2024-04-19 12:46:36,2024-04-19 12:41:56,0:04:40
2024-04-19 12:48:29,2024-04-19 12:46:36,0:01:53
2024-04-19 12:49:06,2024-04-19 12:48:50,0:00:16
2024-04-19 12:49:25,2024-04-19 12:49:07,0:00:18
2024-04-19 12:50:07,2024-04-19 12:49:34,0:00:33
2024-04-19 12:50:52,2024-04-19 12:50:25,0:00:27
2024-04-19 12:51:30,2024-04-19 12:50:54,0:00:36
2024-04-19 12:51:48,2024-04-19 12:51:38,0:00:10
2024-04-19 12:54:22,2024-04-19 12:52:04,0:02:18
2024-04-19 12:55:28,2024-04-19 12:54:27,0:01:01
2024-04-19 12:55:59,2024-04-19 12:55:43,0:00:16
2024-04-19 12:56:14,2024-04-19 12:56:03,0:00:11
2024-04-19 12:59:11,2024-04-19 12:56:17,0:02:54
2024-04-19 12:59:45,2024-04-19 12:59:31,0:00:14
2024-04-19 13:00:38,2024-04-19 13:00:26,0:00:12
2024-04-19 13:01:06,2024-04-19 13:00:49,0:00:17
2024-04-19 13:01:42,2024-04-19 13:01:11,0:00:31
2024-04-19 13:02:14,2024-04-19 13:01:53,0:00:21
2024-04-19 13:03:57,2024-04-19 13:02:14,0:01:43
2024-04-19 13:04:26,2024-04-19 13:04:18,0:00:08
2024-04-19 13:05:25,2024-04-19 13:04:41,0:00:44
2024-04-19 13:05:57,2024-04-19 13:05:30,0:00:27
2024-04-19 13:07:18,2024-04-19 13:06:00,0:01:18
2024-04-19 13:07:29,2024-04-19 13:07:19,0:00:10
2024-04-19 13:08:26,2024-04-19 13:07:41,0:00:45
2024-04-19 13:08:56,2024-04-19 13:08:47,0:00:09
2024-04-19 13:09:29,2024-04-19 13:09:02,0:00:27
2024-04-19 13:10:42,2024-04-19 13:10:07,0:00:35
2024-04-19 13:11:18,2024-04-19 13:10:42,0:00:36
2024-04-19 13:12:25,2024-04-19 13:11:40,0:00:45
2024-04-19 13:13:40,2024-04-19 13:12:54,0:00:46
2024-04-19 13:14:00,2024-04-19 13:13:46,0:00:14
2024-04-19 13:14:43,2024-04-19 13:14:00,0:00:43
2024-04-19 13:14:57,2024-04-19 13:14:43,0:00:14
2024-04-19 13:15:26,2024-04-19 13:15:05,0:00:21
2024-04-19 13:16:19,2024-04-19 13:16:00,0:00:19
2024-04-19 13:17:34,2024-04-19 13:16:19,0:01:15
2024-04-19 13:18:13,2024-04-19 13:17:35,0:00:38
2024-04-19 13:18:51,2024-04-19 13:18:15,0:00:36
2024-04-19 13:20:31,2024-04-19 13:18:52,0:01:39
2024-04-19 13:20:51,2024-04-19 13:20:39,0:00:12
2024-04-19 13:21:16,2024-04-19 13:20:52,0:00:24
2024-04-19 13:21:45,2024-04-19 13:21:22,0:00:23
2024-04-19 13:22:09,2024-04-19 13:21:45,0:00:24
2024-04-19 13:23:05,2024-04-19 13:22:29,0:00:36
2024-04-19 13:23:58,2024-04-19 13:23:26,0:00:32
2024-04-19 13:24:48,2024-04-19 13:24:06,0:00:42
2024-04-19 13:25:10,2024-04-19 13:24:55,0:00:15
2024-04-19 13:25:47,2024-04-19 13:25:37,0:00:10
2024-04-19 13:27:54,2024-04-19 13:25:48,0:02:06
2024-04-19 13:28:49,2024-04-19 13:28:01,0:00:48
2024-04-19 13:29:05,2024-04-19 13:28:55,0:00:10
2024-04-19 13:29:47,2024-04-19 13:29:38,0:00:09
2024-04-19 13:31:39,2024-04-19 13:30:09,0:01:30
2024-04-19 13:36:45,2024-04-19 13:31:58,0:04:47
2024-04-19 13:37:11,2024-04-19 13:36:45,0:00:26
2024-04-19 13:37:44,2024-04-19 13:37:30,0:00:14
2024-04-19 13:38:10,2024-04-19 13:37:59,0:00:11
2024-04-19 13:40:24,2024-04-19 13:38:35,0:01:49
2024-04-19 13:45:27,2024-04-19 13:40:39,0:04:48
2024-04-19 14:03:52,2024-04-19 13:45:44,0:18:08
2024-04-19 14:05:21,2024-04-19 14:03:53,0:01:28
2024-04-19 14:06:15,2024-04-19 14:05:24,0:00:51
2024-04-19 14:07:01,2024-04-19 14:06:31,0:00:30
2024-04-19 14:07:13,2024-04-19 14:07:03,0:00:10
2024-04-19 14:07:29,2024-04-19 14:07:13,0:00:16
2024-04-19 14:11:59,2024-04-19 14:08:04,0:03:55
2024-04-19 14:13:38,2024-04-19 14:12:10,0:01:28
2024-04-19 14:16:18,2024-04-19 14:13:40,0:02:38
2024-04-19 14:17:27,2024-04-19 14:16:23,0:01:04
2024-04-19 14:17:55,2024-04-19 14:17:29,0:00:26
2024-04-19 14:19:58,2024-04-19 14:17:59,0:01:59
2024-04-19 14:20:27,2024-04-19 14:20:06,0:00:21
2024-04-19 14:21:08,2024-04-19 14:20:32,0:00:36
2024-04-19 14:22:03,2024-04-19 14:21:21,0:00:42
2024-04-19 14:33:26,2024-04-19 14:22:24,0:11:02
2024-04-19 14:34:05,2024-04-19 14:33:31,0:00:34
2024-04-19 14:34:50,2024-04-19 14:34:21,0:00:29
2024-04-19 14:35:14,2024-04-19 14:34:55,0:00:19
